gene	no_zero_mean	no_zero_max	binding	functional	ptmod	regulation	textmining	type	repetition	distance	nfams	ndisease_genes	ngenes	sre_file
FNBP1	0.818379365922022	0.988125862133244	0.703030303030303	NA	NA	0.988125862133244	0.763981932602517	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C14orf129	0.817295254298945	0.988125862133244	0.646464646464647	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SMCR7	0.816411415915107	0.988125862133244	0.64469696969697	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FGF10	0.814940368448623	0.979750304506699	0.973484848484849	NA	NA	0.491585952354323	0.979750304506699	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CDKN1B	0.814173907299088	0.964677222898904	0.946969696969697	NA	NA	0.530874802028663	0.964677222898904	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMBIM4	0.81413868864238	0.988125862133244	0.640151515151515	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CBFB	0.81158152849081	0.988125862133244	0.668560606060606	NA	NA	0.988125862133244	0.77805811727858	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RAD54L	0.811060323084897	0.988125862133244	0.686742424242424	NA	NA	0.988125862133244	0.758312682879023	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHMBP2	0.808922857985014	0.988125862133244	NA	NA	NA	0.988125862133244	0.629719853836784	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TLL2	0.80831384458672	0.988125862133244	NA	NA	NA	0.988125862133244	0.628501827040195	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGKV3-20	0.807194045757597	0.988125862133244	NA	NA	NA	0.988125862133244	0.62626222938195	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ADD2	0.806297107885731	0.988125862133244	0.668560606060606	NA	NA	0.988125862133244	0.762204855463342	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PLCG2	0.806291174981821	0.988125862133244	0.673863636363636	NA	NA	0.988125862133244	0.756884026448582	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MLNR	0.80400418906207	0.988125862133244	0.700378787878788	NA	NA	0.988125862133244	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GIPC2	0.802520465048893	0.988125862133244	0.663137052341598	NA	NA	0.988125862133244	0.756298480671838	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HOXA4	0.802415114814665	0.988125862133244	NA	NA	NA	0.988125862133244	0.616704367496085	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NIPAL4	0.801613885505481	0.801613885505481	NA	NA	NA	NA	0.801613885505481	TARGET	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAPK12	0.800847324869525	0.988125862133244	0.660762032085561	NA	NA	0.988125862133244	0.753654080389768	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CARD8	0.800576223770801	0.988125862133244	0.665977961432507	NA	NA	0.988125862133244	0.74762484774665	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ECSIT	0.799183116607291	0.988125862133244	0.669765840220386	NA	NA	0.988125862133244	0.739657647468244	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPP2R5B	0.798845424821393	0.988125862133244	0.66635101010101	NA	NA	0.988125862133244	0.742059402229926	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIAA1279	0.797471105485747	0.988125862133244	0.666666666666667	NA	NA	0.988125862133244	0.737620787657328	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FANCE	0.791211985663898	0.988125862133244	0.655303030303031	NA	NA	0.988125862133244	0.73020706455542	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SRGN	0.785053260778012	0.988125862133244	0.628787878787879	NA	NA	0.988125862133244	0.738246041412911	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MC5R	0.783928431486312	0.988125862133244	0.640151515151515	NA	NA	0.988125862133244	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHV3-9	0.783794633088202	0.988125862133244	0.628787878787879	NA	NA	0.988125862133244	0.734470158343484	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DHX58	0.783232466874392	0.988125862133244	0.628787878787879	NA	NA	0.988125862133244	0.732783659702052	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SYMPK	0.780140552698434	0.988125862133244	0.628787878787879	NA	NA	0.988125862133244	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FXYD4	0.774391380531634	0.774391380531634	NA	NA	NA	0.774391380531634	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ALOX12B	0.773914596748136	0.988125862133244	0.353867623604466	NA	NA	0.988125862133244	0.979750304506699	TARGET	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCDC102A	0.76334567088814	0.76334567088814	NA	NA	NA	0.76334567088814	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RIIAD1	0.75799376157278	0.75799376157278	NA	NA	NA	0.75799376157278	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TFEC	0.757291592405888	0.76338779453148	NA	NA	NA	0.751195390280296	0.76338779453148	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ENGASE	0.756531558364021	0.763467173694218	NA	NA	NA	0.763467173694218	0.749595943033824	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CISD2	0.751241534648075	0.988125862133244	NA	NA	NA	0.988125862133244	0.514357207162906	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL5P24	0.751195390280296	0.751195390280296	NA	NA	NA	0.751195390280296	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TINAG	0.750304506699148	0.750304506699148	NA	NA	NA	NA	0.750304506699148	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MCEE	0.749981166106503	0.988125862133244	NA	NA	NA	0.988125862133244	0.511836470079761	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FCRL5	0.748499156767335	0.75875227212176	NA	NA	NA	0.75875227212176	0.738246041412911	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DHCR7	0.745349106832079	0.988125862133244	0.482424242424242	NA	NA	0.988125862133244	0.765497215938751	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPATS2	0.744323936808749	0.988125862133244	NA	NA	NA	0.988125862133244	0.500522011484253	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLCO2B1	0.743286928160759	0.758242553032845	NA	NA	NA	0.758242553032845	0.728331303288672	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMX4	0.742235620305072	0.988125862133244	0.5	NA	NA	0.988125862133244	0.738580998781973	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZMAT2	0.741822316668531	0.741822316668531	NA	NA	NA	0.741822316668531	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC35F2	0.738103299954738	0.988125862133244	NA	NA	NA	0.988125862133244	0.488080737776231	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MEGF8	0.735232236791348	0.988125862133244	NA	NA	NA	0.988125862133244	0.482338611449452	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BPIFB1	0.732121106664347	0.732121106664347	NA	NA	NA	NA	0.732121106664347	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CEP290	0.730944903408882	0.77786673795605	0.691460055096419	NA	NA	0.77786673795605	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DUOXA2	0.729854477851145	0.729854477851145	NA	NA	NA	NA	0.729854477851145	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL21	0.726167267558888	0.988125862133244	0.673106060606061	NA	NA	0.988125862133244	0.517269879937359	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TF	0.72518610382667	0.986601705237515	0.69397095959596	NA	NA	0.494985646646535	0.986601705237515	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC27A6	0.723507917174178	0.723507917174178	NA	NA	NA	NA	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SULT1B1	0.723507917174178	0.723507917174178	NA	NA	NA	NA	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
S100A8	0.722250447881231	0.87088915956151	0.810606060606061	NA	NA	0.485256123476121	0.87088915956151	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CACNA1G	0.717357132022649	0.770433334576048	0.628787878787879	NA	NA	0.770433334576048	0.752850182704019	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GINS2	0.715948269139524	0.988125862133244	0.653263403263403	NA	NA	0.988125862133244	0.506455542021925	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATP5A1	0.715584951107561	0.740734296154515	0.690435606060606	NA	NA	NA	0.740734296154515	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GP5	0.712452060567233	0.752039107360362	0.672865013774104	NA	NA	NA	0.752039107360362	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GPR83	0.70983940440396	0.743163657292768	0.676515151515152	NA	NA	NA	0.743163657292768	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AKAP17A	0.709037819016805	0.988125862133244	0.643250688705234	NA	NA	0.988125862133244	0.495736906211937	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KLHDC5	0.708072810512949	0.988125862133244	0.499158249158249	NA	NA	0.988125862133244	0.636934320247353	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PARP3	0.704998251840542	0.988125862133244	0.498106060606061	NA	NA	0.988125862133244	0.628762832782321	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PLXNB3	0.704216882377687	0.988125862133244	0.628787878787879	NA	NA	0.988125862133244	0.495736906211937	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PACSIN1	0.701366493123318	0.763339046852696	0.63939393939394	NA	NA	NA	0.763339046852696	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RBBP8	0.694911851145618	0.751092641685176	0.638731060606061	NA	NA	NA	0.751092641685176	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IFT57	0.693822830017075	0.988125862133244	0.369834710743802	NA	NA	0.988125862133244	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCT5	0.690635893096332	0.988125862133244	0.809090909090909	NA	NA	0.988125862133244	0.274690908064843	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C11orf9	0.690208585558793	0.988125862133244	0.350378787878788	NA	NA	0.988125862133244	0.732121106664347	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PTMS	0.689413319956889	0.988125862133244	0.345643939393939	NA	NA	0.988125862133244	0.734470158343484	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IL17C	0.687846063741353	0.988125862133244	0.345557851239669	NA	NA	0.988125862133244	0.729854477851145	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAF2	0.686787720292413	0.744787561796948	0.628787878787879	NA	NA	NA	0.744787561796948	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ART5	0.684215652888041	0.988125862133244	NA	NA	NA	0.988125862133244	0.380305443642837	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCNY	0.684102443435574	0.723507917174178	0.64469696969697	NA	NA	NA	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRPV6	0.681742608378017	0.861318949016878	0.674084595959596	NA	NA	0.509824280157577	0.861318949016878	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAPK11	0.680867358438802	0.805555555555556	0.805555555555556	NA	NA	0.473827265779369	0.763219253981482	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMX3	0.67786974924844	0.988125862133244	0.367613636363637	NA	NA	0.988125862133244	0	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CR1	0.67606447524188	0.884132261720569	0.65530303030303	NA	NA	0.488758133702041	0.884132261720569	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNX15	0.675249799753491	0.988125862133244	0.362373737373738	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IFNA4	0.665202290785763	0.79782196969697	0.79782196969697	NA	NA	0.465663795995974	0.732121106664347	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PITPNM1	0.664690295705519	0.988125862133244	0.504281949934124	NA	NA	0.988125862133244	0.501663075049189	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYC1	0.661027069634961	0.988125862133244	0.370499108734403	NA	NA	0.988125862133244	0.624456238037237	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SEMA7A	0.656152477241905	0.988125862133244	0.339217271529525	NA	NA	0.988125862133244	0.641114298062945	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
POT1	0.651883581594452	0.775338162702738	0.654614325068871	NA	NA	0.525698257011747	0.775338162702738	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MLKL	0.649365961369653	0.988125862133244	0.310606060606061	NA	NA	0.988125862133244	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CHST1	0.648674242424243	0.648674242424243	0.648674242424243	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPP3CC	0.647664893613684	0.769955339017458	0.653263403263403	NA	NA	0.519775938560191	0.769955339017458	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CLASP2	0.646359589776594	0.732121106664347	0.673622589531681	NA	NA	0.533335073133754	0.732121106664347	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNF111	0.645689162635403	0.738580998781973	0.657772052508895	NA	NA	0.540714436615343	0.738580998781973	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GEMIN8	0.644410830544414	0.988125862133244	0.321212121212121	NA	NA	0.988125862133244	0.623894508287878	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IPO11	0.644188814567681	0.988125862133244	0.652651515151515	NA	NA	0.988125862133244	0.291789066418285	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TEK	0.642584346386605	0.755510588974893	0.706578654188948	NA	NA	0.465663795995974	0.755510588974893	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OXCT2	0.641748680153102	0.988125862133244	NA	NA	NA	0.988125862133244	0.29537149817296	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FERMT3	0.641277836719164	0.751823341732951	NA	NA	NA	0.530732331705377	0.751823341732951	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYSLTR2	0.635513991620454	0.740499390986602	0.700378787878788	NA	NA	0.465663795995974	0.740499390986602	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RAMP3	0.634333829548479	0.750698574192162	0.6866391184573	NA	NA	0.465663795995974	0.750698574192162	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MORN4	0.628968015161946	0.753654080389768	0.504281949934124	NA	NA	NA	0.753654080389768	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
WDR59	0.627221919387895	0.988125862133244	NA	NA	NA	0.988125862133244	0.266317976642545	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AP3M1	0.61472399605167	0.988125862133244	0.345571095571096	NA	NA	0.988125862133244	0.51047503045067	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
UGT2A1	0.614228075517662	0.614228075517662	NA	NA	NA	NA	0.614228075517662	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PKP1	0.611899646232777	0.723507917174178	0.500291375291376	NA	NA	NA	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TBX15	0.611890995242179	0.743605359317905	NA	NA	NA	0.480176631166453	0.743605359317905	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OLR1	0.606761938958563	0.964677222898904	0.365384615384615	NA	NA	0.49022397859217	0.964677222898904	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AKR1C4	0.599828667579091	0.733993539162209	NA	NA	NA	0.465663795995974	0.733993539162209	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IL10RA	0.588838292280321	0.769285424279334	0.531565656565657	NA	NA	0.465663795995974	0.769285424279334	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CBLN1	0.588288700846582	0.988125862133244	0.0532323232323232	NA	NA	0.988125862133244	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIAA0368	0.584823952490591	0.656060606060606	0.656060606060606	NA	NA	NA	0.513587298920577	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTHFS	0.578881140673187	0.988125862133244	0.349583333333334	NA	NA	0.988125862133244	0.398934226552984	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IHH	0.572886491138629	0.875355257815672	0.366755793226381	NA	NA	0.476548422373834	0.875355257815672	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC26A5	0.557777164261492	0.723507917174178	0.484159779614325	NA	NA	0.465663795995974	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RENBP	0.535281024916013	0.723507917174178	0.347054132657847	NA	NA	NA	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC14A2	0.534580045543611	0.723507917174178	0.345652173913044	NA	NA	NA	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
COLEC11	0.529693718039125	0.529693718039125	NA	NA	NA	NA	0.529693718039125	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RALGAPA2	0.525698257011747	0.525698257011747	NA	NA	NA	0.525698257011747	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AKAP7	0.521363583635204	0.732121106664347	0.310606060606061	NA	NA	NA	0.732121106664347	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KLHDC1	0.519857477625378	0.519857477625378	NA	NA	NA	NA	0.519857477625378	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ISM2	0.517064294333394	0.517064294333394	NA	NA	NA	NA	0.517064294333394	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PLXND1	0.517056988890119	0.723507917174178	0.310606060606061	NA	NA	NA	0.723507917174178	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NAV3	0.513122788701352	0.513122788701352	NA	NA	NA	NA	0.513122788701352	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
VWA5A	0.511561464600861	0.517613149163032	NA	NA	NA	0.517613149163032	0.50550978003869	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZSWIM2	0.49481658692185	0.49481658692185	0.49481658692185	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HKDC1	0.487433048751694	0.487433048751694	NA	NA	NA	0.487433048751694	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TAAR5	0.480700351103955	0.495736906211937	NA	NA	NA	0.465663795995974	0.495736906211937	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SFRP4	0.466576299991239	0.749634591961023	0.184430512016719	NA	NA	0.465663795995974	0.749634591961023	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ASUN	0.444623021346527	0.521821800268811	0.367424242424243	NA	NA	0.521821800268811	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LRRTM2	0.387140201294955	0.387140201294955	NA	NA	NA	NA	0.387140201294955	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OGFRL1	0.385870889159562	0.385870889159562	NA	NA	NA	NA	0.385870889159562	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR4B1	0.377242822966507	0.377242822966507	0.377242822966507	NA	NA	NA	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TEX9	0.275738941158218	0.532008185346738	0.0194696969696973	NA	NA	0.532008185346738	NA	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM184A	0.263276492082826	0.263276492082826	NA	NA	NA	NA	0.263276492082826	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CNTN3	0.253132958697819	0.505887129516849	0.000378787878788019	NA	NA	NA	0.505887129516849	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NPNT	0.185667884693463	0.333333333333333	0.333333333333333	NA	NA	NA	0.0380024360535934	RANDOM	5	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
