gene	no_zero_mean	no_zero_max	binding	functional	ptmod	regulation	textmining	type	repetition	distance	nfams	ndisease_genes	ngenes	sre_file
TLR3	0.877693616729949	1	0.977499196399871	NA	0.555555555555555	1	0.977719714964371	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BBC3	0.876230023126508	1	0.775653752339894	NA	NA	1	0.85303631703963	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HMGB1	0.868091745036333	1	0.993863417199965	NA	0.5	1	0.978503562945368	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DOCK11	0.864529359106512	1	NA	0.943396226415094	NA	1	0.65019185090444	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SP7	0.861068831771763	1	0.76374156219865	NA	NA	1	0.81946493311664	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FANCA	0.854750686301759	1	0.772179363548698	NA	0.833333333333333	1	0.813490048325007	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATP6V0A2	0.840313539192399	1	NA	NA	NA	1	0.680627078384798	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GOLIM4	0.839657409099214	1	NA	NA	NA	1	0.679314818198429	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZFYVE26	0.839657409099214	1	NA	NA	NA	1	0.679314818198429	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MME	0.83927709227291	0.966745843230404	0.779319041614123	NA	NA	0.771766391974203	0.966745843230404	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ADARB1	0.836401425178147	1	NA	NA	NA	1	0.672802850356295	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CMIP	0.835928651570437	1	0.811957569913211	NA	NA	1	0.6958283847981	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LYPLA1	0.831637655884487	1	0.792671166827387	0.811320754716981	0.916666666666667	1	0.637529691211402	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MRPS7	0.83088245525286	1	0.662805355453245	1	NA	1	0.660724465558195	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NAA16	0.830188679245283	1	NA	0.660377358490566	NA	1	NA	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CLCN4	0.829052850356295	1	NA	NA	NA	1	0.658105700712589	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BHMT	0.827672209026128	1	NA	NA	NA	1	0.655344418052256	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SYT11	0.826568824056237	1	0.821600771456123	NA	NA	1	0.658105700712589	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CIT	0.826473494107964	1	0.808743169398907	NA	NA	1	0.670677312924986	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BANF1	0.82633380505218	1	0.793263076896517	NA	NA	1	0.685738338260025	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AIMP2	0.82585834156369	1	0.864016882590527	0.80188679245283	NA	1	0.637529691211402	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GSTA1	0.824643705463183	1	NA	NA	NA	1	0.649287410926366	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MAVS	0.824592421699736	1	0.796142719382835	NA	0.833333333333333	1	0.668893634082778	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMEM8B	0.82250593824228	1	NA	NA	NA	1	0.645011876484561	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FADS2	0.82234328204069	1	NA	NA	NA	1	0.64468656408138	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NCOA4	0.819340737143734	1	0.79086306653809	NA	NA	1	0.667159144893112	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GUCY1B3	0.819086182357967	1	0.819728855862499	NA	NA	1	0.637529691211402	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TAF10	0.816731450962068	1	0.803519768563163	NA	NA	1	0.646674584323041	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCM2	0.814128962359446	1	0.778206364513018	NA	NA	1	0.664180522565321	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SCO2	0.812495010044047	1	0.76374156219865	NA	NA	1	0.673743467933492	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARFIP2	0.807580450713241	1	0.791706846673095	NA	0.75	1	0.688614956179867	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IL12B	0.80711006436601	1	0.597952674133966	NA	NA	1	0.823377518964064	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
EPHB6	0.804081708381339	1	0.76374156219865	NA	NA	1	0.648503562945368	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ERP44	0.803853086053548	1	0.76374156219865	NA	NA	1	0.647817695961995	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GRIN2B	0.802561819922139	1	0.798226489455369	NA	0.583333333333333	1	0.828687456899854	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPRR4	0.80188679245283	1	NA	0.60377358490566	NA	1	NA	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PACSIN3	0.800423751136684	1	0.76374156219865	NA	NA	1	0.637529691211402	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCDC14	0.788717454194793	1	0.577434908389585	NA	NA	1	NA	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CEP70	0.784164573122903	1	0.813029036751313	NA	0.666666666666667	1	0.656962589073635	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ALOX12	0.783919574463625	1	0.650214780398001	NA	NA	1	0.701543942992874	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MNT	0.780328038635618	1	0.645223504526083	NA	NA	1	0.69576061138077	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HNRNPAB	0.777200089178618	1	0.831243972999036	NA	NA	1	0.500356294536817	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MORN1	0.773584905660377	0.773584905660377	NA	0.773584905660377	NA	NA	NA	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MYH15	0.772460111147533	0.772460111147533	NA	NA	NA	0.772460111147533	NA	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AIMP1	0.771547147093131	0.889103182256509	0.889103182256509	0.886792452830189	0.666666666666667	NA	0.643626286619161	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
EIF4H	0.761557643231558	1	0.785058112977719	NA	NA	1	0.499614816716955	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARFGEF2	0.7603712361815	1	0.621462773916802	NA	NA	1	0.659650934627698	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNF168	0.756307978993741	1	0.59238928862844	NA	NA	1	0.676534648352784	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATP6AP2	0.755911291840777	1	0.63020418431093	NA	NA	1	0.637529691211402	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PIK3R4	0.755129442545477	1	0.59873566913104	NA	NA	1	0.66665265850539	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PJA2	0.752973979298793	1	0.786242365798779	0.735849056603773	NA	1	0.489804494792618	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCL1	0.752944453804906	0.966745843230404	NA	NA	NA	0.539143064379408	0.966745843230404	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RHOBTB3	0.752031841818065	1	0	NA	NA	1	0.50406368363613	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PRMT6	0.750994269052195	1	0.601735776277724	NA	0	1	0.65124703087886	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PARVB	0.747822272722195	1	0.76374156219865	NA	0.555555555555555	1	0.671991973134573	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KIAA1586	0.745283018867925	1	NA	0.490566037735849	NA	1	NA	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
VAMP2	0.744459356539625	0.816899710703954	0.816899710703954	NA	NA	NA	0.672019002375297	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MYCBPAP	0.735362751886688	0.804243008678881	0.804243008678881	NA	NA	NA	0.666482495094496	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNCA	0.731850295252845	1	0.860173577627772	0.320754716981132	1	0.47832318165532	1	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZFP64	0.731156283236787	0.806493089038894	0.806493089038894	NA	NA	NA	0.655819477434679	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MYO9B	0.727252370762638	0.814368370298939	0.814368370298939	0.69811320754717	NA	NA	0.669275534441805	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
QARS	0.725065699559555	1	0.825874463049005	0.569811320754717	NA	1	0.504577014434497	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AFAP1	0.724515606639837	0.789054966248794	0.789054966248794	NA	NA	NA	0.659976247030879	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GRID2	0.722018538539593	0.76374156219865	0.76374156219865	NA	NA	NA	0.680295514880536	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TEX11	0.721621539787587	1	0.808743169398907	NA	NA	1	0.356121449963854	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DAP3	0.720098564372871	0.802667437534341	0.802667437534341	NA	NA	NA	0.637529691211402	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
EIF2S1	0.719067459421061	1	0.805359589910166	0.60377358490566	0.5	1	0.68620412228948	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GAD2	0.718446685638865	0.966745843230404	0.810728534422447	0.320754716981132	NA	0.775557647921475	0.966745843230404	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
COL17A1	0.717324459433996	0.780617164898746	0.780617164898746	NA	NA	NA	0.654031753969246	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PSMB3	0.716739139457624	1	0.785058112977719	0.773584905660377	NA	1	0.308313539192399	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HADHA	0.715140198636208	1	0.813886210221794	NA	0.4	1	0.646674584323041	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SSFA2	0.713881826948365	1	0.42776365389673	NA	NA	1	NA	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MLX	0.705638247316462	1	0.431343327196751	NA	NA	1	0.685571414752636	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TBC1D24	0.699528487494413	1	0.424476198825283	NA	NA	1	0.674109263657957	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HELT	0.696506916305715	0.696506916305715	NA	NA	NA	NA	0.696506916305715	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PKP2	0.69213502407916	1	0.42515804135862	NA	NA	1	0.65124703087886	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KDM4B	0.69017076045768	1	0.407658270775562	NA	NA	1	0.662854010597479	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CHRD	0.689610008713431	1	0.404390492937773	NA	NA	1	0.66443953320252	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CAPG	0.687919733136041	1	0.426229508196721	NA	NA	1	0.637529691211402	RANDOM	9	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
